	bsize	iteration	throughput
228	8	28	277.22000346995594
229	8	29	277.534135084614
230	8	30	277.31852292637774
231	8	31	277.1123994516294
232	8	32	277.1925221600813
233	8	33	276.92486465073284
234	8	34	276.31826341881185
235	8	35	277.41940604537336
236	8	36	277.38500582803573
237	8	37	277.48134794293986
238	8	38	269.4139675300692
239	8	39	277.23832737067363
240	8	40	277.1673357453206
241	8	41	277.93183079458953
242	8	42	276.43663805177044
243	8	43	277.4285808777326
244	8	44	276.8517491749175
245	8	45	274.68284257144495
246	8	46	276.43663805177044
247	8	47	277.4492264695425
248	8	48	276.8334763381955
249	8	49	277.45152061386824
250	8	50	276.13407398263587
251	8	51	277.60301806870075
252	8	52	261.36195602221477
253	8	53	274.1352766725762
254	8	54	277.80987233197
255	8	55	277.23832737067363
256	8	56	277.97788068826685
257	8	57	275.8253692941283
258	8	58	276.9271501316365
259	8	59	276.4913067123717
260	8	60	277.3116472036959
261	8	61	277.7753752162719
262	8	62	277.6926170830816
263	8	63	277.5456132079373
264	8	64	277.49970641018217
265	8	65	276.94543533703643
266	8	66	271.12063476672967
267	8	67	276.32508996878886
268	8	68	278.3745405974929
269	8	69	276.7421483240961
270	8	70	277.4652862765852
271	8	71	276.712479692564
272	8	72	276.42069709776007
273	8	73	277.04833462688043
274	8	74	264.59355754445454
275	8	75	276.4571362658911
276	8	76	277.052909703415
277	8	77	276.7398658958012
278	8	78	276.35239954208157
279	8	79	268.0130674057685
280	8	80	276.33874408070824
281	8	81	277.24061802858796
282	8	82	276.81292227987825
283	8	83	277.848979422846
284	8	84	277.4056449346054
285	8	85	277.63287798178044
286	8	86	277.8351756630317
287	8	87	275.8729918605607
288	8	88	275.23711560072513
289	8	89	278.18760052396823
290	8	90	274.95294050165114
291	8	91	277.09638046790485
292	8	92	276.96372295730123
293	8	93	276.8540334491209
294	8	94	277.6926170830816
295	8	95	269.40747818127807
296	8	96	278.6982399893685
297	8	97	277.55938820921324
298	8	98	277.0506221462601
299	8	99	274.5165465389304
300	16	0	479.3832702335881
301	16	1	501.78603260056826
302	16	2	514.1456732426739
303	16	3	557.3409296647261
304	16	4	552.0364575621473
305	16	5	558.9563971647746
306	16	6	557.4613026756269
307	16	7	553.6989298768162
308	16	8	556.4859279897839
309	16	9	556.467470438979
310	16	10	403.61135736237827
311	16	11	440.6562612858109
312	16	12	460.5867003424775
313	16	13	480.839631428858
314	16	14	495.7366663711846
315	16	15	514.3900109609621
316	16	16	558.519112812617
317	16	17	557.4890884471286
318	16	18	557.4937196783412
319	16	19	556.3752010479365
320	16	20	558.6027951422126
321	16	21	556.462856242589
322	16	22	556.2783511136531
323	16	23	556.9107898624089
324	16	24	551.4105041740617
325	16	25	557.2529976417444
326	16	26	558.7423214300582
327	16	27	556.1031845339211
328	16	28	556.730606183788
329	16	29	550.3568564094574
330	16	30	557.4381499817257
331	16	31	553.8817276186231
332	16	32	557.3363009716801
333	16	33	557.8088240183529
334	16	34	557.507613833667
335	16	35	551.4784738143957
336	16	36	540.9998226464376
337	16	37	556.665953299324
338	16	38	556.8553363094744
339	16	39	557.5307722982852
340	16	40	559.1007581437974
341	16	41	556.0432844477588
342	16	42	550.0997098217945
343	16	43	557.7995511595046
344	16	44	557.6419597154822
345	16	45	555.8314338722502
346	16	46	556.402878652207
347	16	47	558.3657603088494
348	16	48	556.61054849171
349	16	49	559.2498541642361
350	16	50	553.2333413023586
351	16	51	556.2045833160664
352	16	52	558.6865025516363
353	16	53	555.8360376030149
354	16	54	557.0402244467685
355	16	55	557.5307722982852
356	16	56	556.1031845339211
357	16	57	559.1799555048203
358	16	58	531.6269438260994
359	16	59	545.6759389509119
360	16	60	555.4955673832247
361	16	61	558.0546671656065
362	16	62	558.3843440058577
363	16	63	557.9247607725115
364	16	64	556.7075141439782
365	16	65	557.0864656660912
366	16	66	557.8691051165883
367	16	67	558.3007271093659
368	16	68	556.1999734783185
369	16	69	556.3290778260437
370	16	70	557.9850669327346
371	16	71	557.7670985812479
372	16	72	556.2506858966389
373	16	73	557.1373398753041
374	16	74	556.5874664101118
375	16	75	555.0131829234001
376	16	76	558.0732301602482
377	16	77	557.7068395246406
378	16	78	524.4887808614235
379	16	79	555.0728612666562
380	16	80	558.8865718378361
381	16	81	558.2496402219394
382	16	82	558.3657603088494
383	16	83	556.5366925686042
384	16	84	557.0032369980578
385	16	85	556.3429139896373
386	16	86	557.7902786089501
387	16	87	557.2622523375351
388	16	88	557.9804275344846
389	16	89	550.9261396753988
390	16	90	551.0709071350561
391	16	91	556.3290778260437
392	16	92	556.2138032208068
393	16	93	556.3336898041068
394	16	94	556.4305590103312
395	16	95	554.3804645937283
396	16	96	556.739843536117
397	16	97	557.5817276934454
398	16	98	558.2635720821895
399	16	99	556.7537001393774
400	32	0	975.4833382997434
401	32	1	1001.6098864196057
402	32	2	1096.039654735948
403	32	3	1108.3580630243773
404	32	4	1109.8978565758136
405	32	5	1107.516651813711
406	32	6	1104.9909685917753
407	32	7	1108.898336872196
408	32	8	1110.825626722504
409	32	9	1106.2751640236063
410	32	10	1097.0968211281765
411	32	11	1101.6804399573175
412	32	12	1112.630484701279
413	32	13	1112.3722888470813
414	32	14	1107.918906425411
415	32	15	1110.8440140699358
416	32	16	1108.2482412392244
417	32	17	803.7326594527914
418	32	18	828.9291921169488
419	32	19	902.2979879126863
420	32	20	945.9813647960982
421	32	21	1001.7070655053773
422	32	22	1110.6234060687304
423	32	23	1110.0080055575772
424	32	24	1108.6052416390653
425	32	25	833.4589442177885
426	32	26	874.0864853600083
427	32	27	938.6708442026198
428	32	28	992.6979623534633
429	32	29	1028.4095318366408
430	32	30	1094.243571556686
431	32	31	1108.2207891933847
432	32	32	1111.3130971897924
433	32	33	835.7944790051498
434	32	34	912.6670429277647
435	32	35	967.0979940050727
436	32	36	1010.7593851900383
437	32	37	1108.5869283313098
438	32	38	1111.3867148038355
439	32	39	1116.4064114187802
440	32	40	1115.1449247667395
441	32	41	1114.450470797283
442	32	42	1114.9133439659756
443	32	43	1114.9596524310718
444	32	44	1115.9144634008446
445	32	45	1114.4134575466214
446	32	46	843.5318576618022
447	32	47	856.2698361053162
448	32	48	957.5080114714569
449	32	49	1005.4289588218109
450	32	50	1019.8838002750739
451	32	51	1112.7965310538666
452	32	52	840.5945262103088
453	32	53	893.0463896947276
454	32	54	929.9235651137654
455	32	55	984.3473363060315
456	32	56	1017.2325228884981
457	32	57	1119.6753870795515
458	32	58	1121.396698081679
459	32	59	1119.8902619129071
460	32	60	1119.8622300837699
461	32	61	1114.8762999634514
462	32	62	1119.83419965792
463	32	63	1119.8622300837699
464	32	64	1121.2842773600669
465	32	65	1120.0678294250188
466	32	66	1119.189886928388
467	32	67	1121.1718791766907
468	32	68	1118.7607568558806
469	32	69	1121.209342733986
470	32	70	1117.6149151074583
471	32	71	1105.7010058737756
472	32	72	1121.0220499799545
473	32	73	1117.9034832003465
474	32	74	1120.7599452219513
475	32	75	1118.574281190099
476	32	76	1120.6289387993654
477	32	77	1112.529036322342
478	32	78	1122.70054956545
479	32	79	1114.3579422802297
480	32	80	1120.1145670769872
481	32	81	1115.0893366011715
482	32	82	1121.0969595723354
483	32	83	1119.7127506924282
484	32	84	1114.737406875244
485	32	85	1118.7141321108563
486	32	86	1119.7688007875724
487	32	87	1118.3226376263362
488	32	88	1120.6850806586287
489	32	89	1120.9097043594454
490	32	90	1121.9591400006686
491	32	91	1117.9034832003465
492	32	92	1115.4414886102038
493	32	93	1120.8722608230892
494	32	94	1119.666046565949
495	32	95	1116.0907722627373
496	32	96	1118.5929259592626
497	32	97	1120.4605469663072
498	32	98	1117.4567313296145
499	32	99	1116.1835887797617
500	64	0	1932.260719967176
501	64	1	1961.473219635524
502	64	2	2010.0448231708688
503	64	3	2032.6164283983524
504	64	4	2036.3633715417118
505	64	5	2037.7236986935695
506	64	6	1290.7971013795857
507	64	7	1333.529342215731
508	64	8	1637.200878262991
509	64	9	1848.0290248184228
510	64	10	1879.0369177784933
511	64	11	1973.7901176470589
512	64	12	2040.4032836728488
513	64	13	2040.1706707201215
514	64	14	2035.020286866604
515	64	15	2038.528382986156
516	64	16	2036.1934583409188
517	64	17	2030.2335972893457
518	64	18	2039.4731499772072
519	64	19	2040.7910898240011
520	64	20	2023.088012299715
521	64	21	2025.224872874323
522	64	22	2023.1794995477842
523	64	23	2032.5548656752583
524	64	24	2040.1241544939123
525	64	25	2040.0466321637293
526	64	26	2038.4509818811416
527	64	27	2039.9846185413453
528	64	28	2040.558388445458
529	64	29	2039.9226086890442
530	64	30	2037.2906702286716
531	64	31	2038.4664616319246
532	64	32	2038.8690176896375
533	64	33	2034.7117821842216
534	64	34	2038.3581083133372
535	64	35	2036.4869625909432
536	64	36	2036.0699029126213
537	64	37	2039.907106815004
538	64	38	2040.6980029040376
539	64	39	2036.564214615198
540	64	40	2037.5999574923524
541	64	41	2039.0393777345648
542	64	42	2034.526724268607
543	64	43	2040.6824892429795
544	64	44	2040.853152488767
545	64	45	2037.7236986935695
546	64	46	2042.9966284353047
547	64	47	2040.0156248812555
548	64	48	2039.5506287277285
549	64	49	2035.5758311089542
550	64	50	2040.3412483658144
551	64	51	2039.4266655523732
552	64	52	2036.2243495410755
553	64	53	2042.3748678033676
554	64	54	2041.5826716558668
555	64	55	2041.0859211046566
556	64	56	2034.7580519234414
557	64	57	2033.7868291056764
558	64	58	2042.57689849338
559	64	59	2043.9922332462747
560	64	60	2039.256240788854
561	64	61	2042.28163634842
562	64	62	2040.961771235668
563	64	63	2042.064129384647
564	64	64	2039.1323133954209
565	64	65	2040.0466321637293
566	64	66	2032.8935068082335
567	64	67	2041.5671445412024
568	64	68	2041.1014409002776
569	64	69	2039.3956771130104
570	64	70	2034.3262828431336
571	64	71	2040.5273656044758
572	64	72	2041.7690154557624
573	64	73	2040.853152488767
574	64	74	2042.1884134048462
575	64	75	2033.4016801375622
576	64	76	2040.8997019646006
577	64	77	2040.884185236716
578	64	78	2039.6901053143474
579	64	79	2041.7534855065298
580	64	80	2040.5894122297564
581	64	81	2040.9462535639611
582	64	82	2035.4986540488485
583	64	83	2034.557564916855
584	64	84	2038.9309635030952
585	64	85	2038.1259614143517
586	64	86	2037.19790235795
587	64	87	2039.9536131439559
588	64	88	2041.8311376152371
589	64	89	2039.6591088687617
590	64	90	2040.0001215934826
591	64	91	2034.7734756374882
592	64	92	2040.7910898240011
593	64	93	2034.3571174147978
594	64	94	2040.4187930890323
595	64	95	2033.4324866867155
596	64	96	2040.8066051363146
597	64	97	2036.1162344410143
598	64	98	2039.2252575283358
599	64	99	2042.064129384647
600	128	0	1236.6792637109759
601	128	1	1234.6259287792202
602	128	2	1237.2093460571466
603	128	3	1237.1865374644253
604	128	4	1232.6218499742854
605	128	5	1236.1553279132042
606	128	6	1236.6365349266823
607	128	7	1236.9926983753942
608	128	8	1236.152481648968
609	128	9	1236.511214191284
610	128	10	1234.8218668923769
611	128	11	1233.3609286661108
612	128	12	1236.5169100373116
613	128	13	1236.485583533514
614	128	14	1236.1297120069257
615	128	15	1234.5663077821673
616	128	16	1234.753707451702
617	128	17	1235.4128974061596
618	128	18	1235.956121065342
619	128	19	1236.5795678071117
620	128	20	1236.343210337117
621	128	21	1234.1689815772656
622	128	22	1236.713448864461
623	128	23	1236.0756374687742
624	128	24	1236.8958016067384
625	128	25	1235.1144699578763
626	128	26	1236.2805765169956
627	128	27	1237.041152453018
628	128	28	1235.8451622408015
629	128	29	1236.360293389524
630	128	30	1236.8559073494278
631	128	31	1236.4798879760845
632	128	32	1231.8525643378978
633	128	33	1236.525453904744
634	128	34	1235.051960570055
635	128	35	1237.0725071143013
636	128	36	1235.7854234330869
637	128	37	1232.5624223723694
638	128	38	1235.0207082487934
639	128	39	1236.5026705206305
640	128	40	1236.092713127606
641	128	41	1236.7162977125613
642	128	42	1234.8985552583215
643	128	43	1236.5767195889064
644	128	44	1233.0606595819447
645	128	45	1221.707734563982
646	128	46	1236.5368459116528
647	128	47	1227.0185239783243
648	128	48	1235.6403675130268
649	128	49	1235.9988028418693
650	128	50	1236.562478694687
651	128	51	1237.0981621103472
652	128	52	1237.0554043747452
653	128	53	1236.687809822169
654	128	54	1236.2378752780478
655	128	55	1235.367413434457
656	128	56	1236.7419379361024
657	128	57	1235.7939571948789
658	128	58	1236.3289748207237
659	128	59	1236.4030030859933
660	128	60	1236.0215676614007
661	128	61	1236.5995057019331
662	128	62	1236.50551839773
663	128	63	1235.549369419129
664	128	64	1237.1494752948443
665	128	65	1237.3291049677916
666	128	66	1236.2578021557968
667	128	67	1236.6108990733553
668	128	68	1235.23666566965
669	128	69	1235.2991937562124
670	128	70	1236.2378752780478
671	128	71	1236.2549554196448
672	128	72	1236.7390889698734
673	128	73	1236.4314778563369
674	128	74	1235.4470125829582
675	128	75	1234.7366687672204
676	128	76	1235.8963715302557
677	128	77	1231.510653866887
678	128	78	1229.9138211866368
679	128	79	1234.9411640221376
680	128	80	1235.7797343240363
681	128	81	1235.6488992715513
682	128	82	1235.5294653726926
683	128	83	1236.1410967230931
684	128	84	1232.7860131253244
685	128	85	1236.1866376848968
686	128	86	1237.012649594706
687	128	87	1234.6571611235552
688	128	88	1235.6688071663007
689	128	89	1236.0557164630636
690	128	90	1236.3802242140073
691	128	91	1235.0207082487934
692	128	92	1233.9307085890275
693	128	93	1236.1581741905477
694	128	94	1235.8793012955682
695	128	95	1237.041152453018
696	128	96	1234.7934662109635
697	128	97	1236.824563666857
698	128	98	1235.1485686546528
699	128	99	1235.8309381912936
700	256	0	3631.3092224965335
701	256	1	3627.959657119302
702	256	2	3619.0576188694636
703	256	3	3626.2075878232795
704	256	4	3627.028276679762
705	256	5	3622.5740765106966
706	256	6	3627.346853009834
707	256	7	3621.279030316112
708	256	8	3600.2609442060084
709	256	9	3627.4326331223015
710	256	10	3629.1000236590394
711	256	11	3628.2538766434973
712	256	12	3628.2048367422103
713	256	13	3621.657674431155
714	256	14	3633.0539337095834
715	256	15	3628.462311014389
716	256	16	3624.616265410011
717	256	17	3615.158441943228
718	256	18	3630.3392985742253
719	256	19	3631.8373736246267
720	256	20	3632.4025426165676
721	256	21	3628.3151783843696
722	256	22	3625.558649239091
723	256	23	3629.4435002467535
724	256	24	3626.036147507767
725	256	25	3626.391291866352
726	256	26	3628.1190201047475
727	256	27	3625.0567994598246
728	256	28	3630.4374951396567
729	256	29	3629.4803051659856
730	256	30	3627.371361199415
731	256	31	3628.756612075783
732	256	32	3621.2668173080165
733	256	33	3630.7935022249876
734	256	34	3628.486834279535
735	256	35	3629.872937422035
736	256	36	3633.7547471835014
737	256	37	3623.2953054558216
738	256	38	3628.4132654785317
739	256	39	3631.223258944122
740	256	40	3629.1000236590394
741	256	41	3628.695295417755
742	256	42	3624.934418149286
743	256	43	3630.3638472175735
744	256	44	3620.2900434943863
745	256	45	3630.6830097957336
746	256	46	3629.1368216124138
747	256	47	3625.987167537923
748	256	48	3631.616268411885
749	256	49	3626.6607581340836
750	256	50	3627.959657119302
751	256	51	3628.9283097430075
752	256	52	3628.719821832302
753	256	53	3626.4770267896947
754	256	54	3623.234173221438
755	256	55	3629.7747713942836
756	256	56	3621.279030316112
757	256	57	3628.940574483833
758	256	58	3626.8322575197176
759	256	59	3629.0264299909422
760	256	60	3621.804267605729
761	256	61	3629.3821603734364
762	256	62	3631.174138741499
763	256	63	3624.224769465484
764	256	64	3629.7747713942836
765	256	65	3622.6962984955785
766	256	66	3626.5015232266737
767	256	67	3626.648508798595
768	256	68	3626.464778695307
769	256	69	3623.588768898488
770	256	70	3629.1245555450405
771	256	71	3628.707558583585
772	256	72	3629.296288033963
773	256	73	3623.9556650578825
774	256	74	3627.346853009834
775	256	75	3631.8987965174097
776	256	76	3629.627532307734
777	256	77	3621.511093122871
778	256	78	3601.0699292021745
779	256	79	3622.170802466637
780	256	80	3626.2565737482355
781	256	81	3631.2969417398567
782	256	82	3623.478714536883
783	256	83	3631.002228497033
784	256	84	3621.3156698346747
785	256	85	3628.1557981665637
786	256	86	3627.1753049552913
787	256	87	3621.755401895639
788	256	88	3628.4132654785317
789	256	89	3625.54640734738
790	256	90	3623.087464274989
791	256	91	3625.852479443497
792	256	92	3628.9160450850836
793	256	93	3630.290202283508
794	256	94	3627.138546768909
795	256	95	3626.538268502663
796	256	96	3626.2075878232795
797	256	97	3627.138546768909
798	256	98	3627.408124104754
799	256	99	3609.4952685417697
800	512	0	4912.8124103505
801	512	1	4907.917057284227
802	512	2	4909.162425361875
803	512	3	4909.925665788704
804	512	4	4911.194516801102
805	512	5	4912.048272249633
806	512	6	4913.453121067491
807	512	7	4903.725599355146
808	512	8	4907.401143964479
809	512	9	4906.930187390179
810	512	10	4908.949209418854
811	512	11	4909.40933012057
812	512	12	4912.475261295348
813	512	13	4908.365765745174
814	512	14	4903.636020706174
815	512	15	4904.957637745279
816	512	16	4910.992355030289
817	512	17	4913.27325557452
818	512	18	4911.239443899382
819	512	19	4911.9471541368175
820	512	20	4909.925665788704
821	512	21	4910.767750359592
822	512	22	4908.937988040158
823	512	23	4900.815967539122
824	512	24	4914.712548346492
825	512	25	4914.375138450272
826	512	26	4912.610115364291
827	512	27	4909.184870222795
828	512	28	4913.205809409633
829	512	29	4912.374125602185
830	512	30	4909.465448302192
831	512	31	4912.553925269134
832	512	32	4910.138966565071
833	512	33	4914.971260645371
834	512	34	4906.537792623801
835	512	35	4909.88076272349
836	512	36	4911.69999405331
837	512	37	4908.904324211883
838	512	38	4909.72360846285
839	512	39	4906.123043532893
840	512	40	4906.526582266913
841	512	41	4915.612534621283
842	512	42	4914.0377748792935
843	512	43	4913.790404363983
844	512	44	4913.0372020983805
845	512	45	4904.352741548349
846	512	46	4899.93257093833
847	512	47	4910.172647329166
848	512	48	4901.722059400879
849	512	49	4901.364057150682
850	512	50	4911.924684010449
851	512	51	4914.667557683418
852	512	52	4907.053524422346
853	512	53	4912.891085122348
854	512	54	4913.396911686309
855	512	55	4908.97165233015
856	512	56	4906.100626660605
857	512	57	4914.8250286080465
858	512	58	4917.086974142451
859	512	59	4914.049019585409
860	512	60	4906.8629152585745
861	512	61	4907.973141355274
862	512	62	4913.441879088369
863	512	63	4911.082202651432
864	512	64	4911.5764233388
865	512	65	4914.363892251608
866	512	66	4899.93257093833
867	512	67	4911.273139762519
868	512	68	4908.343328373526
869	512	69	4910.453338333383
870	512	70	4909.2297605603535
871	512	71	4907.087162870834
872	512	72	4902.706835304324
873	512	73	4909.375659827399
874	512	74	4909.17364776668
875	512	75	4907.412358318099
876	512	76	4910.666684960325
877	512	77	4907.434787179101
878	512	78	4915.680046879578
879	512	79	4910.36351372054
880	512	80	4911.50902375153
881	512	81	4909.016538768382
882	512	82	4907.176867654888
883	512	83	4908.5228330906675
884	512	84	4909.667484379251
885	512	85	4909.622586036218
886	512	86	4903.747994528769
887	512	87	4898.412532732365
888	512	88	4908.32089120701
889	512	89	4911.441626014029
890	512	90	4911.6550585286195
891	512	91	4906.81806819558
892	512	92	4910.172647329166
893	512	93	4901.610178079878
894	512	94	4907.703949503399
895	512	95	4912.081979212414
896	512	96	4911.205748498612
897	512	97	4908.814556260358
898	512	98	4906.896551093806
899	512	99	4909.207315288954
900	1024	0	5177.235535272371
901	1024	1	5196.113708045145
902	1024	2	5177.27922081053
903	1024	3	5176.680169126262
904	1024	4	5178.078172094347
905	1024	5	5176.131160185306
906	1024	6	5180.882694031264
907	1024	7	5192.062184333513
908	1024	8	5176.605297413003
909	1024	9	5175.457535619951
910	1024	10	5184.729011043134
911	1024	11	5178.221759788963
912	1024	12	5177.778536467752
913	1024	13	5176.143636368019
914	1024	14	5174.584579500055
915	1024	15	5181.213940527173
916	1024	16	5171.693457727857
917	1024	17	5176.7862410942325
918	1024	18	5175.856699381062
919	1024	19	5179.021002024597
920	1024	20	5177.516383739461
921	1024	21	5176.399411368399
922	1024	22	5176.698887392985
923	1024	23	5195.007548844934
924	1024	24	5177.6536985244475
925	1024	25	5194.090296833334
926	1024	26	5178.121871854071
927	1024	27	5174.871375453934
928	1024	28	5176.767522195786
929	1024	29	5194.705950795661
930	1024	30	5176.692647955703
931	1024	31	5196.541213906752
932	1024	32	5188.50582699614
933	1024	33	5175.887886642974
934	1024	34	5175.63216218952
935	1024	35	5194.54259980673
936	1024	36	5176.973437524483
937	1024	37	5191.704446526246
938	1024	38	5193.437109355634
939	1024	39	5179.926691720255
940	1024	40	5177.922107544875
941	1024	41	5181.126437336241
942	1024	42	5183.389970094207
943	1024	43	5180.476506149073
944	1024	44	5184.822895000199
945	1024	45	5198.038038551703
946	1024	46	5180.451512052029
947	1024	47	5181.357702186079
948	1024	48	5193.64435297219
949	1024	49	5177.691149275359
950	1024	50	5176.767522195786
951	1024	51	5175.788088727782
952	1024	52	5176.9484772182395
953	1024	53	5193.8892985717
954	1024	54	5194.976130747477
955	1024	55	5177.485176849534
956	1024	56	5182.007854511759
957	1024	57	5196.421756658004
958	1024	58	5178.402816493851
959	1024	59	5173.836565750989
960	1024	60	5184.071918531599
961	1024	61	5178.296678269194
962	1024	62	5178.446521733364
963	1024	63	5181.070186845651
964	1024	64	5197.000232324014
965	1024	65	5193.9395466786955
966	1024	66	5179.526899978293
967	1024	67	5178.977287087548
968	1024	68	5194.360412746175
969	1024	69	5194.64312227642
970	1024	70	5178.246732374838
971	1024	71	5176.280878347434
972	1024	72	5176.018877247277
